source,target,weight
49272977,57402377,1
49272977,57554354,1
49272977,58307243,1
49272977,60037186,1
49272977,60054601,1
49272977,60382108,1
49272977,60417642,1
49272977,61106035,1
49272977,61883573,1
49272977,62824830,1
49272977,63488025,1
49272977,63799358,1
49272977,64634360,1
49272977,65314958,1
49272977,65711876,1
49272977,65726915,1
49272977,66719767,1
49272977,66746685,1
49272977,68752976,1
181273806,49272977,5
49588880,24996,1
49588880,50262,1
49588880,140141,1
49588880,167074,1
49588880,280292,1
49588880,538482,1
49588880,564224,1
49588880,671913,1
49588880,724718,1
49588880,780952,1
49588880,846985,1
49588880,905602,1
49588880,961961,1
49588880,966732,1
49588880,998826,1
49588880,1238352,1
49588880,1258033,1
49588880,1287722,1
49588880,1316480,1
49588880,1335044,1
49588880,1373050,1
49588880,1487139,1
49588880,1574921,1
49588880,1594027,1
49588880,1601394,1
49588880,1634713,1
49588880,1634748,1
49588880,1667407,1
49588880,1768039,1
49588880,1768120,1
49588880,1784360,1
49588880,1797127,1
49588880,1866360,1
49588880,1961357,1
49588880,2198992,1
49588880,2202303,1
49588880,2387276,1
49588880,2419518,1
49588880,2427408,1
49588880,2501588,1
49588880,2553800,1
49588880,2591978,1
49588880,2638541,1
49588880,2699749,1
49588880,2786996,1
49588880,2801915,1
49588880,2849792,1
49588880,2884716,1
49588880,2902517,1
49588880,2943648,1
49588880,3041577,1
49588880,3129326,1
49588880,3227306,1
49588880,3235952,1
49588880,3247104,1
49588880,3247280,1
49588880,3361876,1
49588880,3386582,1
49588880,3396061,1
49588880,3460369,1
49588880,3566282,1
49588880,3648915,1
49588880,3663985,1
49588880,3678390,1
49588880,3713703,1
49588880,3732843,1
49588880,3758294,1
49588880,3773108,1
49588880,3858666,1
49588880,3990908,1
49588880,4002711,1
49588880,4061422,1
49588880,4123645,1
49588880,4130935,1
49588880,4330265,1
49588880,4395232,1
49588880,4428545,1
49588880,4469576,1
49588880,4620715,1
49588880,4631689,1
49588880,4650426,1
49588880,4704983,1
49588880,4708508,1
49588880,4869326,1
49588880,4870020,1
49588880,5076084,1
49588880,5112498,1
49588880,5142426,1
49588880,5165242,1
49588880,5297878,1
49588880,5538880,1
49588880,5576023,1
49588880,5608675,1
49588880,5629734,1
49588880,5716689,1
49588880,5728518,1
49588880,5786404,1
49588880,5788157,1
49588880,5858190,1
49588880,5972857,1
49588880,6067527,1
49588880,6222037,1
49588880,6233810,1
49588880,6252563,1
49588880,6275650,1
49588880,6403094,1
49588880,6423687,1
49588880,6460648,1
49588880,6514304,1
49588880,6658713,1
49588880,6744854,1
49588880,6801411,1
49588880,6879701,1
49588880,7216437,1
49588880,7245971,1
49588880,7281955,1
49588880,7293292,1
49588880,7508126,1
49588880,7590658,1
49588880,7898632,1
49588880,7948174,1
49588880,7989839,1
49588880,8090699,1
49588880,8139355,1
49588880,8156991,1
49588880,8165163,1
49588880,8197285,1
49588880,8202040,1
49588880,8311422,1
49588880,8354754,1
49588880,8424536,1
49588880,8610495,1
49588880,8718962,1
49588880,8901518,1
49588880,8920955,1
49588880,8969670,1
49588880,8975475,1
49588880,9018109,1
49588880,9033036,1
49588880,9107465,1
49588880,9165337,1
49588880,9190647,1
49588880,9203467,1
49588880,9303069,1
49588880,9328605,1
49588880,9379184,1
49588880,9525172,1
49588880,9538470,1
49588880,9590403,1
49588880,9621799,1
49588880,9639192,1
49588880,9748139,1
49588880,9816955,1
49588880,9818457,1
49588880,10081671,1
49588880,10154823,1
49588880,10157657,1
49588880,10174928,1
49588880,10292729,1
49588880,10297845,1
49588880,10315836,1
49588880,10363836,1
49588880,10479144,1
49588880,10520138,1
49588880,10578617,1
49588880,10706325,1
49588880,10834761,1
49588880,10888315,1
49588880,10943434,1
49588880,11164528,1
49588880,11195448,1
49588880,11299391,1
49588880,11344360,1
49588880,11346240,1
49588880,11795061,1
49588880,11885443,1
49588880,12238111,1
49588880,12380627,1
49588880,12545322,1
49588880,12549709,1
49588880,12646318,1
49588880,12704656,1
49588880,12796097,1
49588880,12842589,1
49588880,12991882,1
49588880,13053282,1
49588880,13137317,1
49588880,13251181,1
49588880,13334049,1
49588880,13480162,1
49588880,13568513,1
49588880,13848902,1
49588880,14196223,1
49588880,14199510,1
49588880,14210071,1
49588880,14432571,1
49588880,14788614,1
49588880,14850684,1
49588880,14867623,1
49588880,14868330,1
49588880,14968546,1
49588880,15182958,1
49588880,15220896,1
49588880,15221176,1
49588880,15224387,1
49588880,15650887,1
49588880,15694812,1
49588880,15891243,1
49588880,16142373,1
49588880,16169949,1
49588880,16482753,1
49588880,16547086,1
49588880,16794593,1
49588880,16840547,1
49588880,16876874,1
49588880,16905817,1
49588880,16917273,1
49588880,16951025,1
49588880,17100996,1
49588880,17116172,1
49588880,17220105,1
49588880,17225755,1
49588880,17269037,1
49588880,17331513,1
49588880,17333124,1
49588880,17532742,1
49588880,17579142,1
49588880,17607575,1
49588880,17655966,1
49588880,17664820,1
49588880,17682327,1
49588880,18030369,1
49588880,18102764,1
49588880,18294130,1
49588880,18358821,1
49588880,18385653,1
49588880,18567353,1
49588880,18601849,1
49588880,18651426,1
49588880,18679420,1
49588880,18916208,1
49588880,19368626,1
49588880,19379027,1
49588880,19528965,1
49588880,19647911,1
49588880,19845269,1
49588880,19871580,1
49588880,19907122,1
49588880,19912482,1
49588880,19918840,1
181273806,49588880,1
50943396,30768,1
50943396,266061,1
50943396,305503,1
50943396,305989,1
50943396,306220,1
50943396,375078,1
50943396,418558,1
50943396,496461,1
50943396,513255,1
50943396,564039,1
50943396,801792,1
50943396,814366,1
50943396,857232,1
50943396,863837,1
50943396,886261,1
50943396,965952,1
50943396,1198128,1
50943396,1236906,1
50943396,1264002,1
50943396,1334320,1
50943396,1363589,1
50943396,1377950,1
50943396,1470326,1
50943396,1475454,1
50943396,1576735,1
50943396,1593642,1
50943396,1635710,1
50943396,1654900,1
50943396,1883813,1
50943396,1972679,1
50943396,1979844,1
50943396,1988175,1
50943396,2053596,1
50943396,2098843,1
50943396,2191666,1
50943396,2255567,1
50943396,2308974,1
50943396,2409248,1
50943396,2481454,1
50943396,2538326,1
50943396,2540386,1
50943396,2769987,1
50943396,2783774,1
50943396,2930801,1
50943396,2949598,1
50943396,2981256,1
50943396,3137984,1
50943396,3320342,1
50943396,3390381,1
50943396,3408182,1
50943396,3508925,1
50943396,3514468,1
50943396,3583683,1
50943396,3584116,1
50943396,3652037,1
50943396,3719481,1
50943396,3781381,1
50943396,3922997,1
50943396,3959238,1
50943396,3978758,1
50943396,4055384,1
50943396,4184669,1
50943396,4192001,1
50943396,4339827,1
50943396,4371303,1
50943396,4427112,1
50943396,4514145,1
50943396,4769633,1
50943396,4800844,1
50943396,4842756,1
50943396,4918861,1
50943396,5064246,1
50943396,5168433,1
50943396,5191020,1
50943396,5238937,1
50943396,5316515,1
50943396,5502945,1
50943396,5566886,1
50943396,5605832,1
50943396,5673849,1
50943396,5682156,1
50943396,5903650,1
50943396,6247761,1
50943396,6260569,1
50943396,6268927,1
50943396,6295051,1
50943396,6353995,1
50943396,6387995,1
50943396,6464787,1
50943396,6615011,1
50943396,6687866,1
50943396,7149081,1
50943396,7180270,1
50943396,7367650,1
50943396,7480597,1
50943396,7692544,1
50943396,7831886,1
50943396,8121161,1
50943396,8265628,1
50943396,8424981,1
50943396,8538556,1
50943396,8547506,1
50943396,8601892,1
50943396,8610132,1
50943396,8624314,1
50943396,8726772,1
50943396,8730304,1
50943396,8824476,1
50943396,8872684,1
50943396,8886421,1
50943396,8940570,1
50943396,9195066,1
50943396,9464496,1
50943396,9561479,1
50943396,9571223,1
50943396,9939450,1
50943396,9940722,1
50943396,10040167,1
50943396,10202218,1
50943396,10236803,1
50943396,10241630,1
50943396,10484112,1
50943396,10656084,1
50943396,10769593,1
50943396,10898088,1
50943396,11244436,1
50943396,11354113,1
50943396,11458519,1
50943396,11494540,1
50943396,11571669,1
50943396,11580487,1
50943396,11695383,1
50943396,11809016,1
50943396,11961772,1
50943396,11962569,1
50943396,11968168,1
50943396,11993779,1
50943396,12001791,1
50943396,12230492,1
50943396,12335937,1
50943396,12436701,1
50943396,12518113,1
50943396,12815984,1
50943396,13155239,1
50943396,13290409,1
50943396,13320103,1
50943396,13369309,1
50943396,13577311,1
50943396,13853585,1
50943396,13887342,1
50943396,13910331,1
50943396,14012398,1
50943396,14513082,1
50943396,14755208,1
50943396,14774109,1
50943396,14846549,1
50943396,14934651,1
50943396,15083293,1
50943396,15833506,1
50943396,15990100,1
50943396,16080627,1
50943396,16289452,1
50943396,16417638,1
50943396,16551991,1
50943396,16974546,1
50943396,17069271,1
50943396,17156324,1
50943396,17261710,1
50943396,17547396,1
50943396,17886760,1
50943396,17930031,1
50943396,18057448,1
50943396,18255704,1
50943396,18328595,1
50943396,18498671,1
50943396,18607715,1
50943396,19067495,1
50943396,19143596,1
50943396,19223923,1
50943396,19399906,1
50943396,19554430,1
50943396,19740722,1
50943396,19873834,1
50943396,20220488,1
50943396,20513829,1
50943396,20946820,1
50943396,21211384,1
50943396,21243629,1
50943396,21481026,1
50943396,21768435,1
50943396,21827922,1
50943396,22406619,1
50943396,23200720,1
50943396,23352184,1
50943396,23471093,1
50943396,24218649,1
50943396,24448612,1
50943396,24534809,1
50943396,24627866,1
50943396,24695387,1
50943396,24705957,1
50943396,25103585,1
50943396,25274416,1
50943396,25555679,1
50943396,25720328,1
50943396,25808977,1
50943396,26120275,1
50943396,26588527,1
50943396,27094798,1
50943396,29117288,1
50943396,30209235,1
50943396,30432376,1
50943396,30449493,1
50943396,30457879,1
50943396,30615014,1
50943396,30688882,1
50943396,30703209,1
50943396,31126629,1
50943396,31623346,1
50943396,31668893,1
50943396,31767718,1
50943396,31800480,1
50943396,31953631,1
50943396,32844237,1
50943396,33305377,1
50943396,33624950,1
50943396,33766302,1
50943396,34944698,1
50943396,35098739,1
50943396,35155690,1
50943396,35244737,1
50943396,35618237,1
50943396,35856881,1
50943396,35873918,1
50943396,36187202,1
50943396,37016104,1
50943396,37707474,1
50943396,38318894,1
50943396,38995041,1
50943396,39132452,1
50943396,39296348,1
50943396,40225019,1
50943396,40503384,1
50943396,40875517,1
50943396,41504128,1
50943396,41702031,1
50943396,42293484,1
50943396,42433169,1
50943396,42962508,1
50943396,43235975,1
181273806,50943396,3
51636587,12383,1
51636587,66438,1
51636587,99016,1
51636587,659044,1
51636587,704255,1
51636587,814366,1
51636587,1135331,1
51636587,1460584,1
51636587,1495403,1
51636587,1569217,1
51636587,1572917,1
51636587,1605954,1
51636587,1645387,1
51636587,2189779,1
51636587,2273407,1
51636587,2900449,1
51636587,3161138,1
51636587,3226695,1
51636587,3276221,1
51636587,3481104,1
51636587,3672236,1
51636587,3694932,1
51636587,3878062,1
51636587,3880434,1
51636587,3985692,1
51636587,4071768,1
51636587,4079442,1
51636587,4277559,1
51636587,4349085,1
51636587,4716901,1
51636587,5113105,1
51636587,5746942,1
51636587,6042924,1
51636587,6082310,1
51636587,8341051,1
51636587,8397253,1
51636587,8675315,1
51636587,8872216,1
51636587,9158152,1
51636587,9571223,1
51636587,10722498,1
51636587,10952979,1
51636587,11256986,1
51636587,11754983,1
51636587,11904887,1
51636587,12396969,1
51636587,12487425,1
51636587,12680297,1
51636587,13203968,1
51636587,13331719,1
51636587,14066472,1
51636587,14482750,1
51636587,14640682,1
51636587,14861246,1
51636587,14929838,1
51636587,16886273,1
51636587,16974546,1
51636587,17220183,1
51636587,17750237,1
51636587,18026657,1
51636587,18031601,1
51636587,18122805,1
51636587,18170661,1
51636587,18444020,1
51636587,18567417,1
51636587,18582053,1
51636587,18774356,1
51636587,19181192,1
51636587,19261317,1
51636587,19911584,1
51636587,19942956,1
51636587,20019816,1
51636587,20195428,1
51636587,20228592,1
51636587,20549845,1
51636587,21652749,1
51636587,22143571,1
51636587,22213333,1
51636587,22311448,1
51636587,23609525,1
51636587,23679885,1
51636587,23926236,1
51636587,24597070,1
51636587,24939843,1
51636587,26006715,1
51636587,26111643,1
51636587,26572673,1
51636587,26750385,1
51636587,27373459,1
51636587,27522920,1
51636587,28399822,1
51636587,30306549,1
51636587,30571167,1
51636587,31515476,1
51636587,31875842,1
51636587,32103122,1
51636587,32828784,1
51636587,33817341,1
51636587,34330609,1
51636587,34660547,1
51636587,36311387,1
51636587,36837143,1
51636587,37351981,1
51636587,38039526,1
51636587,38658458,1
51636587,38809015,1
51636587,39852970,1
51636587,39904808,1
51636587,40519773,1
51636587,40738639,1
51636587,41281237,1
51636587,41445476,1
51636587,42011493,1
51636587,42398153,1
51636587,42524029,1
51636587,43367609,1
51636587,43470327,1
51636587,43609816,1
51636587,43881853,1
51636587,44003505,1
51636587,44458277,1
51636587,45805106,1
51636587,46071371,1
51636587,50943396,1
51636587,51537347,1
51636587,51683855,1
51636587,51800162,1
51636587,52795960,1
51636587,53022353,1
51636587,53246821,1
51636587,53389918,1
51636587,54497871,1
51636587,54578555,1
51636587,55903009,1
51636587,56373060,1
51636587,56781585,1
51636587,57376823,1
51636587,58356326,1
51636587,59419511,1
51636587,60682110,1
51636587,61099172,1
51636587,62390140,1
51636587,62809331,1
51636587,67127607,1
51636587,67518934,1
51636587,71223583,1
51636587,72360148,1
51636587,73729010,1
51636587,75772145,1
51636587,75794428,1
51636587,75879254,1
51636587,76239110,1
51636587,78153076,1
51636587,78244284,1
51636587,80576051,1
51636587,81128709,1
51636587,82722145,1
51636587,83936027,1
51636587,86304530,1
51636587,87206814,1
51636587,87591733,1
51636587,87836473,1
51636587,87967799,1
51636587,88940734,1
51636587,89862278,1
51636587,90005116,1
51636587,90409032,1
51636587,92907187,1
51636587,93202335,1
51636587,95664568,1
51636587,96620647,1
51636587,98121870,1
51636587,98654908,1
51636587,98842628,1
51636587,100179957,1
51636587,104033530,1
51636587,104169161,1
51636587,104695720,1
51636587,114756050,1
51636587,116721510,1
51636587,117368996,1
51636587,118434988,1
51636587,122184363,1
51636587,124001050,1
51636587,124078559,1
51636587,124496638,1
51636587,128062866,1
51636587,128064312,1
51636587,131636108,1
51636587,131684982,1
51636587,131856814,1
51636587,134050205,1
51636587,134115738,1
51636587,134424210,1
51636587,134835142,1
51636587,134950943,1
51636587,136523508,1
51636587,136643639,1
51636587,137941926,1
51636587,139043910,1
51636587,139725806,1
51636587,140064751,1
51636587,140271653,1
51636587,141937041,1
51636587,143153066,1
51636587,144962669,1
51636587,145782540,1
51636587,146209596,1
51636587,146377594,1
51636587,147276562,1
51636587,147422791,1
51636587,150485066,1
51636587,151054365,1
51636587,152121217,1
51636587,152733358,1
51636587,153243984,1
51636587,153777748,1
51636587,154741380,1
51636587,154741901,1
51636587,157348359,1
51636587,157529743,1
51636587,158933419,1
51636587,161295624,1
51636587,161434949,1
51636587,161624137,1
51636587,161974646,1
51636587,162613480,1
51636587,163046916,1
51636587,163296517,1
51636587,163684989,1
51636587,164171860,1
51636587,164923559,1
51636587,166181912,1
51636587,166254144,1
51636587,167005319,1
51636587,167795754,1
51636587,167994377,1
51636587,169961643,1
51636587,170510867,1
51636587,171924099,1
51636587,172620687,1
51636587,174632705,1
51636587,176178971,1
51636587,177251993,1
51636587,177371269,1
51636587,177724357,1
51636587,177734992,1
51636587,179086623,1
51636587,181273806,1
51636587,181329070,1
181273806,51636587,4
52038930,41741,1
52038930,52043,1
52038930,146772,1
52038930,157643,1
52038930,181043,1
52038930,406718,1
52038930,551791,1
52038930,564224,1
52038930,587922,1
52038930,682254,1
52038930,773263,1
52038930,864137,1
52038930,931625,1
52038930,970514,1
52038930,1046380,1
52038930,1097934,1
52038930,1256946,1
52038930,1299030,1
52038930,1439788,1
52038930,1442300,1
52038930,1464137,1
52038930,1464942,1
52038930,1468976,1
52038930,1500707,1
52038930,1511153,1
52038930,1594027,1
52038930,1599757,1
52038930,1680552,1
52038930,1702451,1
52038930,1733612,1
52038930,1950864,1
52038930,2095819,1
52038930,2097548,1
52038930,2120396,1
52038930,2140625,1
52038930,2146428,1
52038930,2175205,1
52038930,2226595,1
52038930,2236245,1
52038930,2246777,1
52038930,2298266,1
52038930,2443114,1
52038930,2553800,1
52038930,2560866,1
52038930,2562603,1
52038930,2778887,1
52038930,2810890,1
52038930,2828893,1
52038930,2900220,1
52038930,2943648,1
52038930,3004661,1
52038930,3023309,1
52038930,3110524,1
52038930,3124798,1
52038930,3153621,1
52038930,3165503,1
52038930,3200547,1
52038930,3248859,1
52038930,3313257,1
52038930,3386582,1
52038930,3398803,1
52038930,3404326,1
52038930,3426152,1
52038930,3443993,1
52038930,3517112,1
52038930,3523942,1
52038930,3583484,1
52038930,3619609,1
52038930,3628632,1
52038930,3652943,1
52038930,3661644,1
52038930,3690049,1
52038930,3710808,1
52038930,3875186,1
52038930,3928905,1
52038930,3973347,1
52038930,4216420,1
52038930,4284697,1
52038930,4287544,1
52038930,4304131,1
52038930,4321109,1
52038930,4357345,1
52038930,4377914,1
52038930,4393108,1
52038930,4395232,1
52038930,4458640,1
52038930,4459658,1
52038930,4469576,1
52038930,4475451,1
52038930,4515857,1
52038930,4526399,1
52038930,4528232,1
52038930,4556925,1
52038930,4680872,1
52038930,4800577,1
52038930,4812365,1
52038930,4832572,1
52038930,4857260,1
52038930,4870020,1
52038930,4908036,1
52038930,4941931,1
52038930,4954662,1
52038930,5026847,1
52038930,5069148,1
52038930,5092765,1
52038930,5116987,1
52038930,5405834,1
52038930,5458239,1
52038930,5546941,1
52038930,5557166,1
52038930,5637217,1
52038930,5714697,1
52038930,5829946,1
52038930,5871334,1
52038930,6166744,1
52038930,6233290,1
52038930,6261021,1
52038930,6261615,1
52038930,6275432,1
52038930,6302317,1
52038930,6316727,1
52038930,6319033,1
52038930,6445701,1
52038930,6532612,1
52038930,6552812,1
52038930,6584855,1
52038930,6585584,1
52038930,6745529,1
52038930,6762826,1
52038930,6799815,1
52038930,6893183,1
52038930,6940610,1
52038930,7073161,1
52038930,7168396,1
52038930,7206305,1
52038930,7260665,1
52038930,7408566,1
52038930,7419372,1
52038930,7421637,1
52038930,7447875,1
52038930,7464848,1
52038930,7483923,1
52038930,7523759,1
52038930,7596270,1
52038930,7599424,1
52038930,7601211,1
52038930,7677626,1
52038930,7684754,1
52038930,7696147,1
52038930,7755745,1
52038930,7830204,1
52038930,7872599,1
52038930,7915216,1
52038930,7954059,1
52038930,8011445,1
52038930,8090022,1
52038930,8149158,1
52038930,8236709,1
52038930,8293883,1
52038930,8304471,1
52038930,8344024,1
52038930,8411842,1
52038930,8441376,1
52038930,8543209,1
52038930,8586929,1
52038930,8725691,1
52038930,8867985,1
52038930,8888334,1
52038930,8900599,1
52038930,8921671,1
52038930,9031041,1
52038930,9143699,1
52038930,9209514,1
52038930,9520702,1
52038930,9656379,1
52038930,9690610,1
52038930,9704160,1
52038930,9800257,1
52038930,10104805,1
52038930,10106582,1
52038930,10110809,1
52038930,10135237,1
52038930,10376096,1
52038930,10540705,1
52038930,10818191,1
52038930,10834761,1
52038930,10867736,1
52038930,10910283,1
52038930,10927258,1
52038930,11187414,1
52038930,11276487,1
52038930,11374557,1
52038930,11378427,1
52038930,11379913,1
52038930,11496593,1
52038930,11522547,1
52038930,11542215,1
52038930,11542709,1
52038930,11663203,1
52038930,11860398,1
52038930,11865111,1
52038930,11981704,1
52038930,12079002,1
52038930,12282711,1
52038930,12298922,1
52038930,12358147,1
52038930,12455831,1
52038930,12460010,1
52038930,12528447,1
52038930,12545322,1
52038930,12628548,1
52038930,12641936,1
52038930,12701520,1
52038930,12796097,1
52038930,12810372,1
52038930,13022111,1
52038930,13085629,1
52038930,13153968,1
52038930,13172146,1
52038930,13175842,1
52038930,13217384,1
52038930,13221166,1
52038930,13331707,1
52038930,13333750,1
52038930,13414816,1
52038930,13515530,1
52038930,13697515,1
52038930,13735584,1
52038930,13959351,1
52038930,14033345,1
52038930,14054865,1
52038930,14094236,1
52038930,14154141,1
52038930,14188489,1
52038930,14198769,1
52038930,14244356,1
52038930,14535881,1
52038930,14732700,1
52038930,14821117,1
52038930,15151161,1
52038930,15235134,1
52038930,15291765,1
52038930,15349342,1
52038930,15427842,1
52038930,15645944,1
52038930,15650887,1
52038930,15672154,1
52038930,15677818,1
52038930,15696826,1
52038930,15724900,1
181273806,52038930,2
54784634,46920,1
54784634,673411,1
54784634,682157,1
54784634,685318,1
54784634,733252,1
54784634,733463,1
54784634,787948,1
54784634,814947,1
54784634,864137,1
54784634,1558763,1
54784634,1996501,1
54784634,2025072,1
54784634,2201488,1
54784634,2226595,1
54784634,2251012,1
54784634,2254107,1
54784634,2387466,1
54784634,2412315,1
54784634,2507670,1
54784634,2582416,1
54784634,2609582,1
54784634,2639510,1
54784634,2736931,1
54784634,2740910,1
54784634,2777482,1
54784634,2782887,1
54784634,2796538,1
54784634,2828893,1
54784634,2865963,1
54784634,2958587,1
54784634,3014583,1
54784634,3074921,1
54784634,3083885,1
54784634,3258521,1
54784634,3300647,1
54784634,3357341,1
54784634,3426152,1
54784634,3429707,1
54784634,3443406,1
54784634,3566688,1
54784634,3635938,1
54784634,3661384,1
54784634,3754171,1
54784634,3816690,1
54784634,3973347,1
54784634,4036192,1
54784634,4052115,1
54784634,4061066,1
54784634,4081068,1
54784634,4082545,1
54784634,4086000,1
54784634,4134734,1
54784634,4284697,1
54784634,4445740,1
54784634,4517380,1
54784634,4524901,1
54784634,4557702,1
54784634,4572144,1
54784634,4653363,1
54784634,4720334,1
54784634,4783802,1
54784634,4904840,1
54784634,5007652,1
54784634,5047118,1
54784634,5071642,1
54784634,5302342,1
54784634,5415618,1
54784634,5502490,1
54784634,5600492,1
54784634,5789845,1
54784634,5826066,1
54784634,5829946,1
54784634,5869022,1
54784634,6030313,1
54784634,6163419,1
54784634,6230378,1
54784634,6234589,1
54784634,6306867,1
54784634,6422110,1
54784634,6605311,1
54784634,6852018,1
54784634,6854361,1
54784634,6874672,1
54784634,6933086,1
54784634,7082577,1
54784634,7092058,1
54784634,7102297,1
54784634,7388574,1
54784634,7396679,1
54784634,7400200,1
54784634,7514300,1
54784634,7627697,1
54784634,7670509,1
54784634,7806786,1
54784634,7914634,1
54784634,7969076,1
54784634,8139679,1
54784634,8344024,1
54784634,8352095,1
54784634,8369641,1
54784634,8430243,1
54784634,8607465,1
54784634,8831353,1
54784634,9049003,1
54784634,9219310,1
54784634,9660392,1
54784634,9667044,1
54784634,9720551,1
54784634,9763176,1
54784634,9960766,1
54784634,10121752,1
54784634,10210802,1
54784634,10263853,1
54784634,10359683,1
54784634,10500642,1
54784634,10551841,1
54784634,10601941,1
54784634,10639598,1
54784634,10762933,1
54784634,11010904,1
54784634,11102081,1
54784634,11190255,1
54784634,11508845,1
54784634,11524345,1
54784634,11565676,1
54784634,11762884,1
54784634,11992655,1
54784634,12136739,1
54784634,12227439,1
54784634,12262415,1
54784634,12419411,1
54784634,12851415,1
54784634,12947553,1
54784634,12960091,1
54784634,13172146,1
54784634,13332668,1
54784634,13346441,1
54784634,13467052,1
54784634,13663131,1
54784634,13913316,1
54784634,14018613,1
54784634,14202347,1
54784634,14234212,1
54784634,14278640,1
54784634,14593559,1
54784634,14701833,1
54784634,14739697,1
54784634,14831700,1
54784634,14951079,1
54784634,15931874,1
54784634,16248772,1
54784634,16499606,1
54784634,16600073,1
54784634,16884832,1
54784634,17036042,1
54784634,17058788,1
54784634,17185497,1
54784634,17211771,1
54784634,17265775,1
54784634,17282508,1
54784634,17295514,1
54784634,17645380,1
54784634,17720885,1
54784634,18019761,1
54784634,18038791,1
54784634,18456590,1
54784634,18611701,1
54784634,18899821,1
54784634,18921335,1
54784634,19007318,1
54784634,19007380,1
54784634,19050903,1
54784634,19106386,1
54784634,19154148,1
54784634,19184708,1
54784634,19196073,1
54784634,19214544,1
54784634,19418540,1
54784634,19470770,1
54784634,19478783,1
54784634,19516124,1
54784634,19594745,1
54784634,19702348,1
54784634,19829564,1
54784634,19848668,1
54784634,20129049,1
54784634,20132835,1
54784634,20146226,1
54784634,20449809,1
54784634,20702793,1
54784634,20813185,1
54784634,21096682,1
54784634,21832540,1
54784634,21870215,1
54784634,22007981,1
54784634,22013903,1
54784634,22055007,1
54784634,22093064,1
54784634,22159129,1
54784634,22207393,1
54784634,22347691,1
54784634,22718334,1
54784634,22771733,1
54784634,23116964,1
54784634,23611553,1
54784634,23819695,1
54784634,23834503,1
54784634,23946347,1
54784634,23955447,1
54784634,24542896,1
54784634,24589599,1
54784634,24766585,1
54784634,24789838,1
54784634,25171579,1
54784634,25306851,1
54784634,25383086,1
54784634,25384282,1
54784634,25632317,1
54784634,25648657,1
54784634,25783141,1
54784634,25856041,1
54784634,26302231,1
54784634,26333112,1
54784634,26371867,1
54784634,27020167,1
54784634,27092503,1
54784634,27417957,1
54784634,27502101,1
54784634,27772925,1
54784634,28176471,1
54784634,28191902,1
54784634,28413007,1
54784634,28575899,1
54784634,28650381,1
54784634,29236332,1
54784634,29276016,1
54784634,29313667,1
54784634,29365169,1
54784634,29949309,1
54784634,30007597,1
54784634,30283440,1
54784634,30293745,1
54784634,30534323,1
54784634,30580629,1
54784634,31310831,1
54784634,31567661,1
54784634,31898435,1
54784634,32407678,1
54784634,32925756,1
54784634,33453334,1
181273806,54784634,4
58102346,552569,1
58102346,730809,1
58102346,1212510,1
58102346,1215634,1
58102346,1442300,1
58102346,1558763,1
58102346,1592079,1
58102346,1867886,1
58102346,2073993,1
58102346,2146428,1
58102346,2149139,1
58102346,2171450,1
58102346,2177325,1
58102346,2673635,1
58102346,2698392,1
58102346,2780668,1
58102346,2903816,1
58102346,3010454,1
58102346,3875186,1
58102346,3985632,1
58102346,4058407,1
58102346,4226079,1
58102346,4485201,1
58102346,4543835,1
58102346,4617054,1
58102346,4720334,1
58102346,4793976,1
58102346,4957960,1
58102346,5130049,1
58102346,5259664,1
58102346,5307156,1
58102346,5347828,1
58102346,5505388,1
58102346,5780961,1
58102346,5955762,1
58102346,6136212,1
58102346,6370855,1
58102346,6552449,1
58102346,6646749,1
58102346,6802728,1
58102346,7004998,1
58102346,7120022,1
58102346,7153296,1
58102346,7396806,1
58102346,7477296,1
58102346,7724832,1
58102346,7874403,1
58102346,8027729,1
58102346,8035935,1
58102346,8084556,1
58102346,8156991,1
58102346,8173824,1
58102346,8256697,1
58102346,8721567,1
58102346,8831353,1
58102346,9208649,1
58102346,9333264,1
58102346,9342389,1
58102346,9754658,1
58102346,10018098,1
58102346,10079975,1
58102346,10098522,1
58102346,10144872,1
58102346,10157657,1
58102346,10166144,1
58102346,10297845,1
58102346,10315736,1
58102346,10554544,1
58102346,10711075,1
58102346,10713706,1
58102346,10832963,1
58102346,10936582,1
58102346,11018447,1
58102346,11378734,1
58102346,11476772,1
58102346,11541075,1
58102346,11590072,1
58102346,12159022,1
58102346,12488623,1
58102346,12592473,1
58102346,12708774,1
58102346,12711538,1
58102346,12722556,1
58102346,12779592,1
58102346,12866267,1
58102346,12938536,1
58102346,12970247,1
58102346,13017530,1
58102346,13077542,1
58102346,13214405,1
58102346,13270244,1
58102346,13637809,1
58102346,13785671,1
58102346,13957781,1
58102346,14074239,1
58102346,14094236,1
58102346,14259930,1
58102346,14640549,1
58102346,15011350,1
58102346,15020784,1
58102346,15054872,1
58102346,15177777,1
58102346,15532916,1
58102346,15555016,1
58102346,15557543,1
58102346,15675490,1
58102346,15694812,1
58102346,15736087,1
58102346,15941029,1
58102346,16028296,1
58102346,16106749,1
58102346,16114908,1
58102346,16270743,1
58102346,16416147,1
58102346,16469637,1
58102346,16644000,1
58102346,16700745,1
58102346,16703097,1
58102346,16764260,1
58102346,16777990,1
58102346,16919025,1
58102346,17022588,1
58102346,17036042,1
58102346,17116172,1
58102346,17145660,1
58102346,17208705,1
58102346,17220105,1
58102346,17433005,1
58102346,17478633,1
58102346,17642259,1
