source,target,weight
1400689,14466113,1
1400689,14867205,1
1400689,15780303,1
1400689,16148099,1
1400689,16407472,1
1400689,16559569,1
1400689,16813596,1
1400689,16852513,1
1400689,17280926,1
1400689,17563567,1
1400689,17803959,1
1400689,17968897,1
1400689,18030147,1
1400689,19032634,1
1400689,19035785,1
1400689,19512828,1
1400689,20950340,1
1400689,22023816,1
1400689,22297395,1
1400689,22304457,1
1400689,22917788,1
1400689,22928787,1
1400689,25463957,1
1400689,27198470,1
1400689,27271943,1
1400689,27318958,1
1400689,27562047,1
1400689,28749269,1
1400689,29908549,1
1400689,31369315,1
1400689,31532206,1
1400689,32562179,1
1400689,33052588,1
1400689,34208431,1
1400689,35382824,1
1400689,38145762,1
1400689,38161600,1
1400689,38393704,1
1400689,38491668,1
1400689,42644260,1
1400689,43268125,1
1400689,43481343,1
1400689,45691503,1
1400689,46299339,1
1400689,47276482,1
1400689,48835019,1
1400689,50002290,1
1400689,50235733,1
1400689,50462436,1
1400689,50597288,1
1400689,50688349,1
1400689,50688649,1
1400689,50872369,1
1400689,50897984,1
1400689,52494031,1
181273806,1400689,4
1571922,2050,1
1571922,3090,1
1571922,3270,1
1571922,5944,1
1571922,6492,1
1571922,6945,1
1571922,10508,1
1571922,10518,1
1571922,25046,1
1571922,25592,1
1571922,33873,1
1571922,36555,1
1571922,47135,1
1571922,49637,1
1571922,54798,1
1571922,62525,1
1571922,63600,1
1571922,80304,1
1571922,96625,1
1571922,96766,1
1571922,104002,1
1571922,106773,1
1571922,120406,1
1571922,123363,1
1571922,141151,1
1571922,151962,1
1571922,158678,1
1571922,162447,1
1571922,172823,1
1571922,182222,1
1571922,196338,1
1571922,223636,1
1571922,228062,1
1571922,228816,1
1571922,241945,1
1571922,266649,1
1571922,283291,1
1571922,291387,1
1571922,311441,1
1571922,325875,1
1571922,336914,1
1571922,378758,1
1571922,384761,1
1571922,387198,1
1571922,409802,1
1571922,414128,1
1571922,424230,1
1571922,435032,1
1571922,435980,1
1571922,454165,1
1571922,463039,1
1571922,501918,1
1571922,508941,1
1571922,513331,1
1571922,514652,1
1571922,579509,1
1571922,579524,1
1571922,587922,1
1571922,623275,1
1571922,633091,1
1571922,635584,1
1571922,638691,1
1571922,640414,1
1571922,647685,1
1571922,655969,1
1571922,658019,1
1571922,669808,1
1571922,673512,1
1571922,676149,1
1571922,676273,1
1571922,695963,1
1571922,715441,1
1571922,723323,1
1571922,730147,1
1571922,732625,1
1571922,776466,1
1571922,782193,1
1571922,795799,1
1571922,796464,1
1571922,822349,1
1571922,839020,1
1571922,841189,1
1571922,909397,1
1571922,922368,1
1571922,955585,1
1571922,996592,1
1571922,1008993,1
1571922,1013753,1
1571922,1040620,1
1571922,1056640,1
1571922,1075942,1
1571922,1077301,1
1571922,1085202,1
1571922,1098989,1
1571922,1108895,1
1571922,1109790,1
1571922,1110892,1
1571922,1111952,1
1571922,1141739,1
1571922,1150831,1
1571922,1174393,1
1571922,1183226,1
1571922,1193755,1
1571922,1196250,1
1571922,1207163,1
1571922,1261091,1
1571922,1277919,1
1571922,1284958,1
1571922,1286810,1
1571922,1298453,1
1571922,1305393,1
1571922,1324639,1
1571922,1332240,1
1571922,1343627,1
1571922,1347879,1
1571922,1358989,1
1571922,1371239,1
1571922,1416091,1
1571922,1439997,1
1571922,1446958,1
1571922,1448668,1
1571922,1463085,1
1571922,1464903,1
1571922,1469608,1
1571922,1480129,1
1571922,1502602,1
1571922,1540860,1
1571922,1562098,1
1571922,1591629,1
1571922,1599025,1
1571922,1602688,1
1571922,1622136,1
1571922,1625353,1
1571922,1638852,1
1571922,1664679,1
1571922,1673221,1
1571922,1683500,1
1571922,1698217,1
1571922,1701414,1
1571922,1726888,1
1571922,1728471,1
1571922,1733386,1
1571922,1733518,1
1571922,1746226,1
1571922,1746433,1
1571922,1797127,1
1571922,1806839,1
1571922,1808903,1
1571922,1829203,1
1571922,1839609,1
1571922,1841751,1
1571922,1858894,1
1571922,1861007,1
1571922,1873809,1
1571922,1876456,1
1571922,1889251,1
1571922,1894152,1
1571922,1913871,1
1571922,1921664,1
1571922,1955794,1
1571922,1963172,1
1571922,1974638,1
1571922,2006405,1
1571922,2010840,1
1571922,2013851,1
1571922,2048353,1
1571922,2066816,1
1571922,2072541,1
1571922,2074569,1
1571922,2094884,1
1571922,2095192,1
1571922,2096909,1
1571922,2120771,1
1571922,2160979,1
1571922,2175578,1
1571922,2232744,1
1571922,2233928,1
1571922,2292180,1
1571922,2305378,1
1571922,2305913,1
1571922,2310862,1
1571922,2314438,1
1571922,2315045,1
1571922,2316078,1
1571922,2317381,1
1571922,2333230,1
1571922,2334489,1
1571922,2336352,1
1571922,2338296,1
1571922,2358543,1
1571922,2388157,1
1571922,2395703,1
1571922,2430354,1
1571922,2441762,1
1571922,2443114,1
1571922,2475659,1
1571922,2489269,1
1571922,2491338,1
1571922,2493915,1
1571922,2516316,1
1571922,2522598,1
1571922,2528745,1
1571922,2534264,1
1571922,2542804,1
1571922,2549538,1
1571922,2554705,1
1571922,2566108,1
1571922,2568752,1
1571922,2573839,1
1571922,2579406,1
1571922,2580541,1
1571922,2614276,1
1571922,2618976,1
1571922,2636333,1
1571922,2653514,1
1571922,2664171,1
1571922,2674363,1
1571922,2710670,1
1571922,2722979,1
1571922,2723882,1
1571922,2764253,1
1571922,2767933,1
1571922,2785396,1
1571922,2786492,1
1571922,2807070,1
1571922,2812165,1
1571922,2812530,1
1571922,2828893,1
1571922,2841992,1
1571922,2854404,1
1571922,2870459,1
1571922,2888815,1
1571922,2889657,1
1571922,2893705,1
1571922,2895451,1
1571922,2904958,1
1571922,2921688,1
1571922,2925614,1
1571922,2941924,1
1571922,2948682,1
1571922,2968997,1
1571922,2987785,1
1571922,3009657,1
1571922,3022607,1
1571922,3022795,1
1571922,3036084,1
1571922,3050312,1
1571922,3076590,1
1571922,3120682,1
1571922,3133902,1
181273806,1571922,1
1701087,16979,1
1701087,20125,1
1701087,68846,1
1701087,71077,1
1701087,88029,1
1701087,90504,1
1701087,95569,1
1701087,127801,1
1701087,140616,1
1701087,224201,1
1701087,225140,1
1701087,228344,1
1701087,242858,1
1701087,275234,1
1701087,303933,1
1701087,322376,1
1701087,360076,1
1701087,377613,1
1701087,433299,1
1701087,475846,1
1701087,478467,1
1701087,484780,1
1701087,511503,1
1701087,512193,1
1701087,521474,1
1701087,534984,1
1701087,558485,1
1701087,589177,1
1701087,611288,1
1701087,640799,1
1701087,648096,1
1701087,666083,1
1701087,667682,1
1701087,687403,1
1701087,725889,1
1701087,735807,1
1701087,771735,1
1701087,800130,1
1701087,802183,1
1701087,817998,1
1701087,844456,1
1701087,854904,1
1701087,874440,1
1701087,887946,1
1701087,900635,1
1701087,903319,1
1701087,936156,1
1701087,939844,1
1701087,967457,1
1701087,968875,1
1701087,1042530,1
1701087,1090374,1
1701087,1092882,1
1701087,1130615,1
1701087,1132338,1
1701087,1171368,1
1701087,1303297,1
1701087,1384983,1
1701087,1413975,1
1701087,1468307,1
1701087,1522338,1
1701087,1545538,1
1701087,1587073,1
1701087,1598444,1
1701087,1642647,1
1701087,1643954,1
1701087,1680028,1
1701087,1682398,1
1701087,1731505,1
1701087,1774235,1
1701087,1776478,1
1701087,1796631,1
1701087,1804291,1
1701087,1808481,1
1701087,1808522,1
1701087,1847275,1
1701087,1853423,1
1701087,1857061,1
1701087,1888722,1
1701087,1891995,1
1701087,1985558,1
1701087,2023886,1
1701087,2028224,1
1701087,2030992,1
1701087,2069067,1
1701087,2125867,1
1701087,2220536,1
1701087,2244237,1
1701087,2247369,1
1701087,2310554,1
1701087,2380525,1
1701087,2386320,1
1701087,2425974,1
1701087,2453166,1
1701087,2565947,1
1701087,2572110,1
1701087,2586226,1
1701087,2680550,1
1701087,2742105,1
1701087,2744231,1
1701087,2750745,1
1701087,2827610,1
1701087,2828363,1
1701087,2837352,1
1701087,2933528,1
1701087,3049467,1
1701087,3117507,1
1701087,3147322,1
1701087,3153669,1
1701087,3163108,1
1701087,3181575,1
1701087,3182439,1
1701087,3283387,1
1701087,3359723,1
1701087,3365698,1
1701087,3401169,1
1701087,3417766,1
1701087,3424447,1
1701087,3482626,1
1701087,3495184,1
1701087,3570228,1
1701087,3607157,1
1701087,3632743,1
1701087,3693508,1
1701087,3782875,1
1701087,3857119,1
1701087,3900208,1
1701087,3922583,1
1701087,3986247,1
1701087,4018216,1
1701087,4072246,1
1701087,4079730,1
1701087,4120560,1
1701087,4125392,1
1701087,4186577,1
1701087,4222634,1
1701087,4400263,1
1701087,4464558,1
1701087,4514600,1
1701087,4515808,1
1701087,4620833,1
1701087,4806452,1
1701087,5016293,1
1701087,5057065,1
1701087,5084075,1
1701087,5112222,1
1701087,5190887,1
1701087,5219599,1
1701087,5320185,1
1701087,5518067,1
1701087,5555516,1
1701087,5586727,1
1701087,5673719,1
1701087,5718195,1
1701087,5814694,1
1701087,5823821,1
1701087,5887648,1
1701087,5960218,1
1701087,6433943,1
1701087,6557047,1
1701087,6691211,1
1701087,6767073,1
1701087,6877985,1
1701087,7198807,1
1701087,7269071,1
1701087,7307907,1
1701087,7425732,1
1701087,7508903,1
1701087,7512465,1
1701087,7513301,1
1701087,7685111,1
1701087,7890266,1
1701087,7938198,1
1701087,8187609,1
1701087,8373153,1
1701087,8630159,1
1701087,8699322,1
1701087,8768242,1
1701087,8899150,1
1701087,8934110,1
1701087,8938632,1
1701087,9033675,1
1701087,9121620,1
1701087,9144003,1
1701087,9265821,1
1701087,9772778,1
1701087,9774707,1
1701087,9796151,1
1701087,9817439,1
1701087,9919433,1
1701087,10230404,1
1701087,10447909,1
1701087,10541850,1
1701087,10596906,1
1701087,10708931,1
1701087,10717794,1
1701087,10725429,1
1701087,10749779,1
1701087,11489924,1
1701087,11534327,1
1701087,11608610,1
1701087,11989196,1
1701087,12067688,1
1701087,12170795,1
1701087,12291232,1
1701087,12400925,1
1701087,12509816,1
1701087,12757838,1
1701087,12768539,1
1701087,12809226,1
1701087,13049133,1
1701087,13347409,1
1701087,13420738,1
1701087,13530893,1
1701087,13896766,1
1701087,14055805,1
1701087,14126249,1
1701087,14350551,1
1701087,14476396,1
1701087,14760690,1
1701087,15064419,1
1701087,15161561,1
1701087,15539670,1
1701087,15989453,1
1701087,16513662,1
1701087,16587811,1
1701087,16836559,1
1701087,16966696,1
1701087,17074473,1
1701087,17186819,1
1701087,17248801,1
1701087,17409872,1
1701087,17498552,1
1701087,17810510,1
1701087,17843272,1
1701087,17898299,1
1701087,18008564,1
1701087,18011501,1
1701087,18311061,1
1701087,18338135,1
1701087,18517963,1
1701087,18555878,1
1701087,19508545,1
1701087,19531140,1
1701087,19549035,1
1701087,19616029,1
1701087,19865297,1
1701087,19866600,1
1701087,19939897,1
1701087,19955045,1
181273806,1701087,1
1818406,104508,1
1818406,118276,1
1818406,123598,1
1818406,141151,1
1818406,186765,1
1818406,204297,1
1818406,207799,1
1818406,284342,1
1818406,293819,1
1818406,297231,1
1818406,329321,1
1818406,344752,1
1818406,500315,1
1818406,564224,1
1818406,599528,1
1818406,627970,1
1818406,629452,1
1818406,633301,1
1818406,658019,1
1818406,665703,1
1818406,675584,1
1818406,676149,1
1818406,689876,1
1818406,692054,1
1818406,695837,1
1818406,722594,1
1818406,724463,1
1818406,734847,1
1818406,764629,1
1818406,772616,1
1818406,776466,1
1818406,786705,1
1818406,791590,1
1818406,794233,1
1818406,810016,1
1818406,843192,1
1818406,862918,1
1818406,914109,1
1818406,958443,1
1818406,997463,1
1818406,1013447,1
1818406,1014509,1
1818406,1035030,1
1818406,1090471,1
1818406,1092261,1
1818406,1098989,1
1818406,1115119,1
1818406,1117559,1
1818406,1126610,1
1818406,1132328,1
1818406,1183513,1
1818406,1183559,1
1818406,1203119,1
1818406,1215634,1
1818406,1227194,1
1818406,1253705,1
1818406,1263614,1
1818406,1308969,1
1818406,1371239,1
1818406,1395981,1
1818406,1412752,1
1818406,1418387,1
1818406,1426295,1
1818406,1448668,1
1818406,1463085,1
1818406,1463724,1
1818406,1472849,1
1818406,1477894,1
1818406,1478479,1
1818406,1484227,1
1818406,1508098,1
1818406,1527465,1
1818406,1536935,1
1818406,1563531,1
1818406,1601394,1
1818406,1622114,1
1818406,1622136,1
1818406,1622389,1
1818406,1641959,1
1818406,1657783,1
1818406,1698217,1
1818406,1700391,1
1818406,1726888,1
1818406,1733612,1
1818406,1738407,1
1818406,1765913,1
1818406,1774175,1
1818406,1778174,1
1818406,1797571,1
1818406,1805269,1
1818406,1812875,1
1818406,1818877,1
1818406,1836550,1
1818406,1839629,1
1818406,1840459,1
1818406,1843809,1
1818406,1845262,1
1818406,1851845,1
1818406,1869289,1
1818406,1875408,1
1818406,1915657,1
1818406,1916521,1
1818406,1922155,1
1818406,1922186,1
1818406,1944442,1
1818406,1944783,1
1818406,1947274,1
1818406,1958035,1
1818406,1960632,1
1818406,1986282,1
1818406,1994970,1
1818406,1997692,1
1818406,2013011,1
1818406,2013851,1
1818406,2014764,1
1818406,2023411,1
1818406,2023698,1
1818406,2037844,1
1818406,2047996,1
1818406,2070223,1
1818406,2095819,1
1818406,2108849,1
1818406,2116203,1
1818406,2132401,1
1818406,2159563,1
1818406,2163618,1
1818406,2168342,1
1818406,2177685,1
1818406,2222414,1
1818406,2232669,1
1818406,2259935,1
1818406,2262638,1
1818406,2272011,1
1818406,2276071,1
1818406,2276639,1
1818406,2281417,1
1818406,2292721,1
1818406,2307553,1
1818406,2313796,1
1818406,2315045,1
1818406,2317381,1
1818406,2327069,1
1818406,2344868,1
1818406,2352093,1
1818406,2358543,1
1818406,2377216,1
1818406,2383515,1
1818406,2384033,1
1818406,2384721,1
1818406,2402384,1
1818406,2426622,1
1818406,2456795,1
1818406,2459458,1
1818406,2462926,1
1818406,2471477,1
1818406,2471869,1
1818406,2476789,1
1818406,2479306,1
1818406,2489269,1
1818406,2493915,1
1818406,2503096,1
1818406,2506637,1
1818406,2537467,1
1818406,2551436,1
1818406,2555125,1
1818406,2579671,1
1818406,2580541,1
1818406,2584470,1
1818406,2600459,1
1818406,2615911,1
1818406,2617119,1
1818406,2695092,1
1818406,2697273,1
1818406,2701966,1
1818406,2754427,1
1818406,2757265,1
1818406,2758246,1
1818406,2763009,1
1818406,2780204,1
1818406,2783853,1
1818406,2804068,1
1818406,2804541,1
1818406,2813185,1
1818406,2837882,1
1818406,2881638,1
1818406,2893705,1
1818406,2919861,1
1818406,2925306,1
1818406,2942067,1
1818406,2942431,1
1818406,3004703,1
1818406,3006527,1
1818406,3008530,1
1818406,3011925,1
1818406,3012644,1
1818406,3052026,1
1818406,3064221,1
1818406,3077299,1
1818406,3108798,1
1818406,3114982,1
1818406,3133554,1
1818406,3137394,1
1818406,3140200,1
1818406,3150154,1
1818406,3211465,1
1818406,3219189,1
1818406,3222087,1
1818406,3232711,1
1818406,3269488,1
1818406,3286579,1
1818406,3325929,1
1818406,3330249,1
